ï»_ountry Name,Country Code,Series Name,Series Code,1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Estonia,EST,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Estonia,EST,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Eswatini,SWZ,"Population, total",SP.POP.TOTL,422140,433588,445729,458605,472230,486561,501512,517024,533214,550118,567559,585344,603372,621276,639237,658320,679976,705085,734243,766707,800456,832682,861373,885623,906034,924025,941774,960792,981764,1003995,1026009,1045629,1061468,1072927,1080930,1087392,1095053,1105873,1120514,1138434,1158897,1180675,1202843,1225258,1248158,1271456,1295097,1319011,1343098,1367254
Eswatini,SWZ,Rural population,SP.RUR.TOTL,386917,394561,402471,410644,419038,427590,436150,444620,453035,464993,477868,490887,503948,516753,529442,542897,558281,576294,597373,620864,645087,667786,687358,703123,715604,725969,735930,746670,758688,772263,790550,807048,820663,830928,838531,844947,852324,862161,875009,889925,903418,917833,932444,947124,962966,979034,995295,1011681,1028021,1044240
Eswatini,SWZ,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.355472408,..,..,..,..,2.598118386,..,..,..,..,2.148601834,..,..,..,..,2.453011926,..,..,..,..,2.554251442,..,..,..,..,2.453747951,..,..
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.01,0.423998952,1.448824644,3.002629757,5.792140007,8.572473526,11.3405695,14.09337044,16.82781792,19.54084969,22.23093033,26.9,27.56192398,30.21496391,32.86778259,35.52644348,35.2,40.88554764,43.59660339,46.32868576,45.55233761,51.84391785,54.62106323,57.40721512,65,62.99454498,65.79020691,..
Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0.00103175,0.050399009,0.088545986,0.096099605,0.4707176,0.926191777,1.28159005,1.816203807,2.437073851,3.228685073,3.696961073,3.696538789,4.1,6.85,8.94,11.04,18.13,20.78178258,24.7,26.17500573,25.64304231,28.57352278,..
Eswatini,SWZ,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97,..,..,..,..,..,85.1,..,..,..,..,..,..,..,..,82,..,..,..,..,..,..,..,..
Eswatini,SWZ,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.9,..,..,..,..,..,71.4,..,..,..,..,..,..,..,..,64.4,..,..,..,..,..,..,..,..
Eswatini,SWZ,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.7,..,..,..,..,..,48.4,..,..,..,..,..,..,..,..,42,..,..,..,..,..,..,..,..
Eswatini,SWZ,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69,..,..,..,..,..,..,..,63,..,..,..,..,..,..,..,..
Eswatini,SWZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,1186.002629,1311.127287,1342.365463,1420.325691,1457.127438,1609.993348,1528.022315,1496.022088,1469.293586,1468.913918,1602.426666,1784.104857,1754.307908,1723.936618,1771.874057,1773.579164,1912.029552,2098.527083,2142.105129,2325.068342,2720.029525,2692.121711,2716.370786,2746.213164,2759.142666,2835.039052,2881.075168,2904.695585,2916.389077,2946.110668,2953.232303,2952.508373,3059.013874,3158.826098,3250.399217,3411.67334,3568.857276,3668.480734,3633.315589,3622.112,3690.239228,3704.140658,3807.741321,3977.976427,3980.774448,3923.88968,3906.261878,3914.016859
Eswatini,SWZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,528635765.8,601289529.2,633905242.8,691075088.5,730766895.7,832405200.9,814762890.7,822988679.1,833910798.3,859819948.5,966859382.5,1108421529,1121418524,1134901955,1204831834,1250524065,1403894314,1608955404,1714660904,1936042557,2342959992,2384204906,2461124289,2537569619,2598488825,2723882841,2828535881,2916299844,2992241441,3080538752,3134761586,3167825952,3306579867,3434882228,3559359414,3772877432,3998954542,4176323195,4210638536,4276537086,4438778424,4538527974,4752662792,5057821995,5155489045,5175653651,5246492516,5351455207
Eswatini,SWZ,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,42.27190018,40.54283905,41.54841995,49.53316116,54.31637955,56.46493149,57.5519104,57.25767136,56.09740067,55.32472992,55.44184875,58.47425842,59.70753098,61.73067093,61.53802872,62.05641174,63.26741028,62.50434875,64.71349335,61.95034027,62.67179871,60.65340042,60.44620895,60.71858978,61.79727173,63.42972183,61.08358002,61.94102097,63.60078812,60.53142929,61.58388138,59.10231018,62.20999146,60.33283997,63.0349884,66.1098938,66.64505005,73.330513,..,71.50991058,75.51937103,75.43540192,75.88050079,77.10456085,75.99549103,80.58824158,..,..
Eswatini,SWZ,Number of infant deaths,SH.DTH.IMRT,2511,2544,2565,2582,2583,2567,2538,2501,2464,2429,2401,2371,2336,2296,2246,2188,2123,2057,1994,1937,1894,1867,1859,1878,1926,2010,2122,2249,2375,2487,2588,2674,2741,2800,2842,2869,2857,2828,2595,2552,2521,2382,2251,2112,1933,1844,1771,1626,1581,1573
Eswatini,SWZ,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.4,..,..,..,..,..,..,..,..,..,87.8,..,..,..,..,..,..,..,..,..,66.4,..,..,..,..,46.8,..,45
Eswatini,SWZ,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.4,..,..,..,..,..,..,..,..,..,72.4,..,..,..,..,..,..,..,..,..,54.5,..,..,..,..,38,..,36.4
Eswatini,SWZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,125.2,123,120.4,117.6,114.2,110.3,106,101.5,97.3,93.4,89.8,86.3,82.7,79,75.1,71,66.8,62.9,59.4,56.4,54.2,52.7,52,52.4,53.8,56.4,60,64.1,68.2,72,75.4,78.2,80.3,81.9,82.7,82.8,81.7,80,72.6,70.6,69,64.6,60.6,56.4,51.3,48.7,46.5,42.5,41.2,40.8
Eswatini,SWZ,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3000,5500,8600,12000,15000,16000,16000,15000,14000,12000,11000,9900,9300,9100,9200,9800,11000,11000,12000,12000,12000,12000,11000,11000,9700,8400,7200,6100
Eswatini,SWZ,Children (0-14) living with HIV,SH.HIV.0014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,200,500,590,1000,1700,2500,3400,4400,5400,6400,7300,8300,9200,10000,11000,12000,12000,13000,13000,13000,13000,13000,14000,14000,14000,14000,14000,13000
Eswatini,SWZ,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.7,3.3,5.7,8.8,12.4,16.1,19.4,22,23.9,25.1,25.8,26.1,26.1,25.9,25.7,25.5,25.6,25.9,26.3,26.8,27.4,27.8,28.2,28.4,28.4,28.3,27.9,27.4
Eswatini,SWZ,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.3,2.3,3.6,5.1,6.7,8,8.8,9,8.9,8.5,7.8,7.2,6.6,6.1,5.7,5.6,5.6,5.5,5.3,5,4.7,4.2,3.8,3.5,3.3,3.2,3.1,3
Eswatini,SWZ,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.9,3.8,6.9,10.9,15.5,19.9,23.6,26.2,27.6,28,27.5,26.4,25.1,23.8,22.6,21.8,21.4,21.3,21.4,21.7,21.9,21.9,21.7,21.3,20.5,19.5,18.2,16.7
Ethiopia,ETH,"Population, total",SP.POP.TOTL,26946079,27654161,28415077,29245207,30132580,31025115,31851708,32566821,33146891,33622390,34068316,34590226,35264898,36120288,37136848,38285883,39518801,40800343,42120730,43493283,44932064,46458913,48086516,49821083,51647768,53532956,55431123,57309880,59155148,60976450,62794151,64640054,66537331,68492257,70497192,72545144,74624405,76727083,78850689,81000409,83184892,85416253,87702670,90046756,92444183,94887724,97366774,99873033,102403196,104957438
Ethiopia,ETH,Rural population,SP.RUR.TOTL,24720333,25325128,25974790,26684497,27442343,28201209,28896188,29486000,29950205,30317309,30654671,31057180,31593822,32287925,33121241,34066779,35080049,36127480,37201450,38313668,39475963,40707300,42017517,43410604,44873647,46375600,47877524,49385643,50869878,52326331,53771259,55232987,56729728,58268418,59839427,61438482,63054637,64680931,66314218,67946383,69451066,70972365,72513445,74076964,75656319,77262329,78869034,80469700,82059777,83640582
Ethiopia,ETH,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.404202801,..,..,..,..,1.409753855,..,..,..,..,0.920154797,..,..,..,..,0.671260321,..,..,..,..,0.648364823,..,..,..,..,1.079526012,..,..
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.01,0.01,0.027324773,0.157241911,0.598653972,1.11878562,2.780768871,4.427456856,6.055789948,7.662709236,12.7,10.81223297,12.36544323,13.91236973,15.45907593,14,18.57607841,20.15850067,21.76344299,23.38941193,25.0334053,23,28.36344719,30.04348755,27.2,33.41859055,42.9,..
Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,1.75E-05,0.001703448,0.00496672,0.009663517,0.012541599,0.015263767,0.037162381,0.072402262,0.105811659,0.155334521,0.219659819,0.310592657,0.37,0.45,0.54,0.75,1.1,2.9,4.6,7.7,13.85517556,15.36692386,..
Ethiopia,ETH,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.739922731,5.091535664,5.405191973,5.604078247,5.82884379,6.079318612,6.35568426,6.663079345,7.057504725,7.477876365,7.924871775,8.397390644,8.895721759,9.41805399,9.964997582,10.53542267,..,..
Ethiopia,ETH,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96,..,..,..,97.3,..,..,..,..,95.5,..,..,..,..,..,93.1,..,..,..,..,84.7,..,..
Ethiopia,ETH,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.8,..,..,..,88.3,..,..,..,..,78,..,..,..,..,..,73.1,..,..,..,..,61.4,..,..
Ethiopia,ETH,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.1,..,..,..,55.5,..,..,..,..,36.4,..,..,..,..,..,33.6,..,..,..,..,26.7,..,..
Ethiopia,ETH,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.5,..,..,..,44.2,..,..,..,..,38.7,..,..,..,..,..,29.6,..,..,..,..,23.5,..,..
Ethiopia,ETH,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,227.7834435,223.5776599,234.7267161,220.9271452,190.1402497,201.9745326,222.7095989,216.6639715,208.7868738,207.2197814,185.7299005,163.6232806,178.6086473,177.9948728,182.7088782,199.0050217,199.1113029,186.6614019,190.6915483,196.5049622,206.7431435,203.9059129,193.8669151,214.0448316,232.7832002,251.0560465,272.391198,293.8533133,311.3677438,341.3099092,369.58442,391.1317953,421.3841357,452.7782361,487.2900106,511.1874265,549.8478728
Ethiopia,ETH,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,8227603582,8302969571,8986719590,8730775889,7757787406,8507314753,9686371612,9735159433,9700011206,9964477335,9253264787,8450777237,9561448857,9866455688,10471023887,11772171511,12141100403,11721244257,12326311978,13074915713,14160304517,14374794288,14064103274,15972968199,17860775923,19795942248,22063798450,24444156129,26595865977,29933790334,33279878092,36157859262,39984181570,44085556182,48667131306,52347226230,57710624015
Ethiopia,ETH,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.04442024,..,..,..,..,24.50855064,23.9460907,22.76022911,..,..,..,..,14.05992985,13.90919971,14.87580013,..,17.07084084,19.72389984,22.20844078,27.60310936,31.3692894,34.64683151,37.45124817,43.32683945,47.22711945,47.35951996,49.48461914,51.3816185,57.74343109,52.61439896,50.3893013,..,53.54441833,54.28184891,..,..
Ethiopia,ETH,Number of infant deaths,SH.DTH.IMRT,178754,184081,189722,195368,200980,206218,211135,215994,220712,225355,229916,234370,238510,242343,245714,248469,250932,253472,256160,259112,261935,264624,266958,268916,270144,270673,270227,268959,267201,264704,261351,257129,251743,245009,236821,227584,217766,207679,198004,189064,180863,173475,166949,161040,155642,150446,145625,141119,136965,133153
Ethiopia,ETH,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,132.2,..,..,..,..,..,..,..,..,..,98.2,..,..,..,..,..,..,..,..,..,62.5,..,..,..,..,50.1,..,46.5
Ethiopia,ETH,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107.6,..,..,..,..,..,..,..,..,..,77.7,..,..,..,..,..,..,..,..,..,47.7,..,..,..,..,38,..,35.3
Ethiopia,ETH,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,143.3,143.3,143.4,143.4,143.4,143.3,143.2,143.2,143.2,143.1,142.8,142.2,141.2,139.8,138,135.8,133.4,131.1,128.9,126.8,124.7,122.5,120.2,117.7,114.8,111.7,108.2,104.7,101.2,97.8,94.6,91.4,88.2,84.9,81.5,77.9,74.3,70.7,67.2,63.9,60.8,57.9,55.3,52.7,50.4,48.2,46.1,44.2,42.5,41
Ethiopia,ETH,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92000,100000,110000,120000,120000,110000,100000,92000,81000,66000,53000,42000,32000,24000,18000,14000,11000,9200,7900,7300,7100,7400,7900,7500,8400,9100,9800,10000
Ethiopia,ETH,Children (0-14) living with HIV,SH.HIV.0014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25000,33000,43000,53000,64000,76000,88000,100000,110000,120000,130000,130000,140000,140000,140000,140000,130000,130000,120000,110000,110000,100000,92000,85000,78000,72000,66000,62000
Ethiopia,ETH,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8,2.2,2.6,2.9,3.2,3.4,3.6,3.6,3.6,3.5,3.4,3.2,2.9,2.7,2.4,2.2,2,1.8,1.6,1.5,1.4,1.3,1.2,1.1,1.1,1,1,0.9
Ethiopia,ETH,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7,0.8,0.9,1,1.1,1.1,1.1,1,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Ethiopia,ETH,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.2,2.6,3,3.3,3.6,3.7,3.7,3.6,3.4,3.1,2.8,2.4,2,1.6,1.3,1.1,0.9,0.7,0.6,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,38200,38646,39083,39537,40009,40486,40955,41407,41848,42275,42693,43101,43514,43917,44307,44700,45122,45573,46077,46621,47117,47466,47594,47457,47101,46640,46250,46040,46058,46251,46580,46937,47258,47526,47769,47974,48143,48285,48383,48448,48485,48517,48550,48608,48666,48747,48842,48965,49117,49290
Faroe Islands,FRO,Rural population,SP.RUR.TOTL,27839,28009,28159,28302,28451,28599,28733,28850,28953,29040,29307,29623,29944,30258,30564,30873,31202,31552,31940,32356,32739,33021,33033,32672,32089,31437,30835,30354,30020,29899,29972,30105,30086,29858,29606,29401,29248,29077,28959,28904,28831,28756,28680,28636,28603,28584,28572,28577,28597,28631
Faroe Islands,FRO,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.921321646,..,..,..,..,6.576112837,..,..,..,..,7.728377535,..,..,..,..,9.481349691,..,..,..,..,10.4927214,..,..,..,..,11.44629557,..,..
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,2.318786811,4.601297566,11.33786848,22.29753835,32.91639236,43.24698352,53.29922183,58.91264097,66.53359947,67.90263174,69.35944512,75.98,75.57,75.18,75.2,80.7321728,85.33518924,90,93.3,94.2,95.10868167,..
Faroe Islands,FRO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47397.90292,..,..,..,..,..,..,..
Faroe Islands,FRO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2301168187,..,..,..,..,..,..,..
Faroe Islands,FRO,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Number of infant deaths,SH.DTH.IMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Children (0-14) living with HIV,SH.HIV.0014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Population, total",SP.POP.TOTL,498892,509658,520529,531601,542814,554107,565388,576595,587520,598259,609345,621538,635255,650955,668198,685391,700366,711661,718548,721725,722917,724624,728628,735473,744531,755026,765667,775498,784476,792860,800315,806494,811223,814218,815691,816628,818354,821817,827411,834812,843340,851967,859950,867086,873596,879715,885806,892149,898760,905502
Fiji,FJI,Rural population,SP.RUR.TOTL,329334,334483,339604,344759,349909,355016,360016,364864,369438,374995,381030,387722,395326,404119,413815,423428,431622,437508,440650,437892,433136,428651,425439,423772,423221,423320,423314,422677,421405,422341,423183,423288,422582,420951,418515,415786,413441,411969,411521,411921,412005,411858,411305,410279,408878,407255,405557,403912,402330,400757
Fiji,FJI,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.823020315,..,..,..,..,1.676471119,..,..,..,..,1.567879609,..,..,..,..,1.51310506,..,..,..,..,1.552528513,..,..,..,..,1.541341374,..,..
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.46178818,61.99187469,63.52145386,65.04797363,66.56837463,68.07959747,66.9,71.06227875,72.52761841,73.97154236,75.39250946,76.79507446,79.63,80,80.95292664,82.34248352,83.74394226,88.9,86.16,88.06829071,89.54928589,91.04530334,92.5533371,91.75,95.59343719,97.11949158,98.6460495,..
Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,0.006678447,0.007907399,0.009115343,0.064437142,0.223454842,0.633167865,0.942462063,1.496854734,1.857978594,6.1526497,6.725434738,7.412943485,8.453636634,9.6000384,10.89783105,13,17,20,28,33.74235675,35.2,37.4,42.5,46.50697831,..
